client_id,study_group,highest_step_reached,step_hierarchy,completed_process,total_backwards_movements,encountered_errors,calls_6_mnth,gendr,logons_6_mnth,clnt_age,bal,clnt_tenure_yr
9660484,Test,confirm,5,Yes,0.0,No,3.0,F,6.0,92.5,32749.89,13.0
8242142,Test,confirm,5,Yes,7.0,Yes,6.0,M,9.0,57.5,125162.49,17.0
5422640,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,52.5,130993.6,13.0
5041136,Test,confirm,5,Yes,1.0,Yes,1.0,F,4.0,39.5,37746.71,14.0
9549571,Test,confirm,5,Yes,0.0,No,6.0,U,9.0,67.5,49004.75,25.0
5373548,Test,confirm,5,Yes,1.0,Yes,5.0,U,8.0,55.5,537756.9,5.0
4779184,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,38.5,61286.62,9.0
8897389,Test,confirm,5,Yes,4.0,Yes,3.0,U,6.0,58.0,38908.0,4.0
7634525,Test,confirm,5,Yes,5.0,Yes,6.0,M,9.0,47.5,1465928.94,12.0
6416892,Test,confirm,5,Yes,0.0,No,0.0,U,3.0,50.5,51375.54,3.0
7900842,Test,confirm,5,Yes,1.0,Yes,2.0,F,5.0,58.5,344394.71,16.0
2592191,Test,confirm,5,Yes,0.0,No,5.0,M,8.0,43.5,504409.35,17.0
1198944,Test,confirm,5,Yes,5.0,Yes,5.0,M,8.0,30.5,43874.49,14.0
6573176,Test,confirm,5,Yes,0.0,No,5.0,M,8.0,47.5,35545.25,12.0
1162773,Test,step_3,4,No,2.0,Yes,6.0,F,9.0,49.0,40196.19,11.0
4261790,Test,confirm,5,Yes,0.0,No,2.0,F,5.0,43.5,69590.23,15.0
1298248,Test,confirm,5,Yes,0.0,No,1.0,U,4.0,26.5,41880.62,12.0
6255182,Test,step_3,4,No,0.0,No,6.0,F,9.0,70.0,98106.89,13.0
7744279,Test,step_2,3,No,1.0,Yes,3.0,U,6.0,57.0,71834.67,6.0
7284366,Test,start,1,No,0.0,No,2.0,U,5.0,54.0,54259.31,7.0
4196018,Test,confirm,5,Yes,1.0,Yes,6.0,M,9.0,59.5,120469.57,5.0
1330036,Test,confirm,5,Yes,0.0,No,1.0,U,5.0,22.5,27841.47,4.0
9833588,Test,confirm,5,Yes,0.0,No,6.0,U,9.0,22.5,55944.34,4.0
5804913,Test,confirm,5,Yes,2.0,Yes,1.0,F,4.0,47.5,33906.94,21.0
372207,Test,confirm,5,Yes,1.0,Yes,0.0,U,3.0,23.5,87869.61,5.0
36986,Test,confirm,5,Yes,4.0,Yes,5.0,M,8.0,77.5,234612.34,26.0
1713302,Test,confirm,5,Yes,1.0,Yes,4.0,M,7.0,61.5,377355.46,5.0
6622812,Test,confirm,5,Yes,0.0,No,1.0,F,4.0,66.5,45235.59,16.0
2014480,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,27.5,154434.34,8.0
1565481,Test,confirm,5,Yes,0.0,No,2.0,F,5.0,23.5,90236.41,27.0
7709518,Test,confirm,5,Yes,3.0,Yes,2.0,M,5.0,36.5,29966.27,8.0
6149427,Test,confirm,5,Yes,0.0,No,4.0,M,7.0,65.5,106424.93,13.0
6745139,Test,confirm,5,Yes,0.0,No,6.0,F,9.0,62.5,121161.22,18.0
6337595,Test,confirm,5,Yes,1.0,Yes,4.0,U,7.0,56.5,71774.48,5.0
3068094,Test,confirm,5,Yes,9.0,Yes,0.0,U,3.0,23.5,30749.4,6.0
2331726,Test,confirm,5,Yes,0.0,No,5.0,F,8.0,29.5,1109913.48,14.0
987879,Test,start,1,No,0.0,No,6.0,U,9.0,76.0,635268.95,12.0
5424176,Test,start,1,No,0.0,No,1.0,U,4.0,38.0,282227.67,4.0
6427675,Test,confirm,5,Yes,1.0,Yes,6.0,F,9.0,62.5,170373.13,27.0
1279165,Test,confirm,5,Yes,4.0,Yes,3.0,U,6.0,48.0,83019.77,8.0
8987138,Test,step_1,2,No,0.0,No,0.0,F,3.0,55.0,31560.96,26.0
427013,Test,confirm,5,Yes,1.0,Yes,4.0,F,7.0,60.5,46886.91,5.0
6947960,Test,confirm,5,Yes,1.0,Yes,3.0,F,6.0,64.5,60641.35,18.0
6716810,Test,confirm,5,Yes,0.0,No,3.0,F,6.0,59.5,984195.36,10.0
4123026,Test,confirm,5,Yes,0.0,No,1.0,M,4.0,60.5,63593.93,21.0
2786535,Test,confirm,5,Yes,3.0,Yes,1.0,F,4.0,58.5,29125.13,8.0
5702250,Test,confirm,5,Yes,0.0,No,4.0,U,7.0,32.5,84768.27,8.0
9230297,Test,confirm,5,Yes,1.0,Yes,4.0,F,8.0,53.5,112815.15,23.0
9653388,Test,confirm,5,Yes,0.0,No,0.0,U,3.0,56.5,38040.58,16.0
1600479,Test,confirm,5,Yes,3.0,Yes,6.0,M,9.0,46.5,157516.99,17.0
1881730,Test,confirm,5,Yes,3.0,Yes,6.0,M,9.0,60.5,79487.4,13.0
6257728,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,69.5,581684.67,33.0
574728,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,60.5,1263840.55,4.0
5302222,Test,confirm,5,Yes,1.0,Yes,5.0,F,8.0,33.5,43803.62,30.0
5112102,Test,confirm,5,Yes,0.0,No,6.0,F,9.0,57.5,40172.24,11.0
5768394,Test,start,1,No,0.0,No,1.0,U,5.0,37.0,42635.15,6.0
1143392,Test,step_3,4,No,3.0,Yes,5.0,F,8.0,61.0,2162583.28,22.0
381102,Test,confirm,5,Yes,0.0,No,2.0,M,5.0,68.5,41643.55,13.0
454816,Test,confirm,5,Yes,0.0,No,2.0,U,5.0,45.5,59237.24,5.0
3990290,Test,confirm,5,Yes,1.0,Yes,5.0,M,8.0,36.0,286666.24,16.0
6990863,Test,step_3,4,No,0.0,No,3.0,U,6.0,70.0,339660.84,6.0
7336763,Test,confirm,5,Yes,0.0,No,4.0,U,7.0,48.5,286130.01,6.0
3198496,Test,confirm,5,Yes,1.0,Yes,6.0,F,9.0,52.5,166141.27,17.0
3696507,Test,step_1,2,No,1.0,Yes,1.0,F,4.0,73.0,39361.37,19.0
8799190,Test,confirm,5,Yes,0.0,No,6.0,U,9.0,54.5,31445.49,5.0
3817399,Test,confirm,5,Yes,1.0,Yes,6.0,M,9.0,29.5,29428.82,8.0
8052248,Test,confirm,5,Yes,0.0,No,6.0,U,9.0,24.5,42300.38,7.0
4643285,Test,confirm,5,Yes,0.0,No,6.0,U,9.0,38.5,83108.26,6.0
406224,Test,confirm,5,Yes,2.0,Yes,6.0,U,9.0,48.5,234014.95,4.0
3732108,Test,step_2,3,No,2.0,Yes,1.0,U,4.0,45.0,31407.73,6.0
8492567,Test,step_3,4,No,2.0,Yes,6.0,U,9.0,64.0,1260868.55,7.0
8552123,Test,confirm,5,Yes,0.0,No,3.0,U,6.0,59.5,107183.93,13.0
3591304,Test,step_2,3,No,1.0,Yes,2.0,U,6.0,61.0,123132.96,7.0
3996455,Test,confirm,5,Yes,0.0,No,3.0,U,6.0,64.5,52240.06,5.0
5893972,Test,step_3,4,No,0.0,No,0.0,U,3.0,52.0,32400.21,4.0
5383353,Test,start,1,No,0.0,No,1.0,M,4.0,60.0,37953.58,11.0
5187189,Test,confirm,5,Yes,0.0,No,2.0,F,5.0,57.5,101547.76,21.0
1441674,Test,confirm,5,Yes,0.0,No,5.0,U,8.0,23.5,60105.14,4.0
6099434,Test,step_3,4,No,3.0,Yes,2.0,M,5.0,59.0,215702.77,20.0
4299753,Test,confirm,5,Yes,0.0,No,1.0,U,4.0,23.5,67957.99,8.0
9614486,Test,confirm,5,Yes,1.0,Yes,3.0,U,6.0,31.5,56569.81,5.0
3808102,Test,confirm,5,Yes,1.0,Yes,6.0,U,9.0,29.5,64260.07,7.0
1938076,Test,confirm,5,Yes,1.0,Yes,6.0,U,9.0,64.5,336818.47,28.0
9405128,Test,confirm,5,Yes,1.0,Yes,2.0,M,5.0,58.5,23790.77,12.0
1462470,Test,confirm,5,Yes,0.0,No,6.0,F,9.0,35.5,27967.04,19.0
2574005,Test,confirm,5,Yes,0.0,No,6.0,U,9.0,62.5,153535.03,5.0
8555440,Test,confirm,5,Yes,0.0,No,6.0,U,9.0,28.5,43110.16,8.0
1190062,Test,confirm,5,Yes,0.0,No,2.0,M,5.0,25.5,213334.86,15.0
1813291,Test,confirm,5,Yes,0.0,No,4.0,F,8.0,71.5,65004.24,12.0
2799101,Test,confirm,5,Yes,0.0,No,4.0,F,7.0,55.5,29600.25,26.0
4850336,Test,confirm,5,Yes,0.0,No,5.0,M,8.0,44.5,318181.43,17.0
9217864,Test,step_3,4,No,2.0,Yes,1.0,F,4.0,60.0,170679.49,20.0
4742200,Test,confirm,5,Yes,0.0,No,6.0,U,9.0,32.5,44402.06,8.0
4138774,Test,confirm,5,Yes,0.0,No,4.0,M,7.0,44.5,88460.55,19.0
1728517,Test,confirm,5,Yes,0.0,No,2.0,M,6.0,46.5,135973.14,15.0
9846402,Test,confirm,5,Yes,0.0,No,0.0,U,3.0,23.5,25075.87,5.0
8586486,Test,step_1,2,No,1.0,Yes,0.0,M,3.0,48.0,36265.21,12.0
3361068,Test,confirm,5,Yes,1.0,Yes,3.0,F,6.0,40.5,70982.09,21.0
2608155,Test,confirm,5,Yes,1.0,Yes,1.0,F,4.0,47.5,39502.38,9.0
5139985,Test,confirm,5,Yes,0.0,No,1.0,U,4.0,47.5,93439.51,7.0
4301516,Test,confirm,5,Yes,0.0,No,1.0,M,4.0,50.5,24059.62,15.0
2301536,Test,confirm,5,Yes,3.0,Yes,6.0,U,9.0,65.5,127178.46,7.0
9500491,Test,confirm,5,Yes,1.0,Yes,3.0,F,7.0,77.5,261236.13,3.0
9279580,Test,confirm,5,Yes,1.0,Yes,3.0,U,6.0,44.5,99965.8,5.0
3096259,Test,step_3,4,No,2.0,Yes,1.0,F,4.0,26.0,92735.11,23.0
3833376,Test,confirm,5,Yes,0.0,No,1.0,F,4.0,41.5,91183.1,13.0
5801507,Test,confirm,5,Yes,0.0,No,0.0,M,3.0,46.5,24466.72,11.0
9087617,Test,confirm,5,Yes,0.0,No,1.0,U,4.0,25.5,36747.48,6.0
283311,Test,step_3,4,No,1.0,Yes,2.0,M,5.0,63.0,80936.11,15.0
8262294,Test,step_1,2,No,1.0,Yes,3.0,F,6.0,60.0,533132.82,15.0
9382277,Test,step_3,4,No,1.0,Yes,0.0,M,3.0,42.0,28390.29,16.0
1519784,Test,confirm,5,Yes,1.0,Yes,2.0,F,5.0,49.5,50951.83,13.0
7361742,Test,confirm,5,Yes,0.0,No,3.0,M,6.0,31.5,127307.6,14.0
533116,Test,confirm,5,Yes,0.0,No,4.0,F,7.0,65.5,180527.62,15.0
6113546,Test,confirm,5,Yes,0.0,No,0.0,F,3.0,39.5,114788.5,11.0
1950203,Test,confirm,5,Yes,0.0,No,6.0,U,9.0,57.5,161888.92,6.0
72916,Test,confirm,5,Yes,0.0,No,1.0,U,4.0,34.5,30046.66,4.0
6967684,Test,confirm,5,Yes,0.0,No,0.0,U,3.0,51.5,28556.63,4.0
3381044,Test,confirm,5,Yes,0.0,No,6.0,F,9.0,42.5,160556.08,21.0
530914,Test,step_1,2,No,1.0,Yes,6.0,M,9.0,35.0,67759.79,14.0
8271821,Test,confirm,5,Yes,1.0,Yes,3.0,M,6.0,53.5,158891.68,9.0
6241542,Test,confirm,5,Yes,0.0,No,3.0,F,6.0,56.5,40252.82,10.0
2403780,Test,step_3,4,No,7.0,Yes,4.0,F,7.0,67.0,49363.48,9.0
2986109,Test,confirm,5,Yes,1.0,Yes,2.0,M,5.0,53.5,136516.32,13.0
5884633,Test,confirm,5,Yes,0.0,No,1.0,U,4.0,54.5,69836.7,8.0
1424491,Test,confirm,5,Yes,3.0,Yes,2.0,U,5.0,49.5,29022.86,14.0
7616453,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,64.5,356916.76,14.0
3195967,Test,confirm,5,Yes,0.0,No,1.0,M,4.0,50.5,98196.98,10.0
7521207,Test,confirm,5,Yes,1.0,Yes,2.0,F,6.0,70.5,198599.66,14.0
6328652,Test,step_2,3,No,1.0,Yes,0.0,M,3.0,52.0,30682.65,15.0
1152171,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,66.5,319008.0,6.0
9793418,Test,step_1,2,No,1.0,Yes,2.0,U,5.0,63.0,42323.92,10.0
9942041,Test,start,1,No,0.0,No,4.0,U,7.0,52.0,37730.01,7.0
4203682,Test,confirm,5,Yes,0.0,No,6.0,F,9.0,34.5,106164.16,13.0
7995259,Test,confirm,5,Yes,0.0,No,2.0,F,5.0,48.5,146790.71,20.0
9620424,Test,confirm,5,Yes,0.0,No,2.0,M,5.0,36.5,260625.29,16.0
9585593,Test,confirm,5,Yes,0.0,No,4.0,M,7.0,54.5,821929.91,14.0
5493998,Test,confirm,5,Yes,2.0,Yes,1.0,U,4.0,40.5,66697.6,5.0
1455516,Test,confirm,5,Yes,0.0,No,1.0,F,4.0,31.5,101693.34,10.0
4259835,Test,step_2,3,No,1.0,Yes,6.0,F,9.0,34.0,103489.13,12.0
3599132,Test,step_3,4,No,0.0,No,2.0,U,5.0,84.0,37240.79,5.0
7439363,Test,step_1,2,No,0.0,No,6.0,M,9.0,44.0,48914.99,33.0
1406054,Test,confirm,5,Yes,1.0,Yes,2.0,M,5.0,46.5,262768.61,5.0
8783560,Test,start,1,No,0.0,No,6.0,U,9.0,52.0,80625.16,7.0
113597,Test,step_1,2,No,1.0,Yes,6.0,F,9.0,31.0,90741.84,9.0
8553638,Test,confirm,5,Yes,8.0,Yes,0.0,M,3.0,72.5,424144.19,12.0
4725320,Test,confirm,5,Yes,0.0,No,4.0,U,7.0,23.5,66703.02,5.0
560675,Test,confirm,5,Yes,1.0,Yes,1.0,U,4.0,28.5,27493.28,5.0
4478568,Test,step_2,3,No,3.0,Yes,6.0,F,9.0,56.0,61297.8,22.0
8543419,Test,confirm,5,Yes,0.0,No,6.0,U,9.0,53.5,50896.0,8.0
4179192,Test,confirm,5,Yes,0.0,No,0.0,F,3.0,54.5,409709.4,12.0
4964123,Test,confirm,5,Yes,0.0,No,3.0,M,6.0,30.5,57294.17,10.0
5655882,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,75.5,33746.51,18.0
139979,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,50.5,335174.23,9.0
9939021,Test,confirm,5,Yes,1.0,Yes,3.0,F,7.0,35.5,93060.92,18.0
3638833,Test,confirm,5,Yes,1.0,Yes,5.0,U,8.0,30.5,30588.97,6.0
6589373,Test,step_2,3,No,2.0,Yes,6.0,M,9.0,35.0,182148.17,7.0
6821616,Test,confirm,5,Yes,0.0,No,6.0,F,9.0,61.5,120677.8,8.0
4990901,Test,step_1,2,No,3.0,Yes,5.0,M,8.0,76.0,306655.83,10.0
1630043,Test,confirm,5,Yes,1.0,Yes,6.0,F,9.0,55.5,237615.99,16.0
8653749,Test,confirm,5,Yes,0.0,No,5.0,M,8.0,31.5,41045.1,12.0
5692027,Test,confirm,5,Yes,0.0,No,6.0,U,9.0,25.5,229380.26,6.0
3663445,Test,confirm,5,Yes,0.0,No,2.0,U,5.0,33.5,44192.25,8.0
6887763,Test,confirm,5,Yes,0.0,No,4.0,F,7.0,63.5,60199.98,9.0
4043033,Test,confirm,5,Yes,4.0,Yes,6.0,M,9.0,55.5,374028.17,30.0
2250474,Test,confirm,5,Yes,0.0,No,4.0,U,7.0,66.5,37749.02,7.0
8665118,Test,step_1,2,No,1.0,Yes,6.0,M,9.0,24.0,78025.05,21.0
4434932,Test,step_1,2,No,0.0,No,4.0,M,7.0,25.0,25040.07,21.0
2006721,Test,step_3,4,No,0.0,No,3.0,U,7.0,66.0,78548.6,7.0
4566615,Test,confirm,5,Yes,1.0,Yes,0.0,F,3.0,56.5,40558.49,12.0
6744273,Test,confirm,5,Yes,0.0,No,5.0,F,8.0,31.5,31078.99,9.0
6261268,Test,confirm,5,Yes,1.0,Yes,6.0,M,9.0,50.5,357976.66,27.0
2238446,Test,confirm,5,Yes,0.0,No,1.0,U,4.0,43.5,58936.28,8.0
5939402,Test,confirm,5,Yes,2.0,Yes,6.0,F,9.0,70.0,35541.57,9.0
9860877,Test,confirm,5,Yes,0.0,No,3.0,U,6.0,24.5,45786.44,6.0
5171446,Test,confirm,5,Yes,0.0,No,0.0,M,3.0,60.5,28749.44,14.0
1728846,Test,confirm,5,Yes,0.0,No,2.0,M,5.0,52.5,133179.67,23.0
9650790,Test,confirm,5,Yes,3.0,Yes,1.0,U,4.0,61.5,34946.27,8.0
7154165,Test,confirm,5,Yes,0.0,No,1.0,M,4.0,33.5,35522.8,11.0
7240566,Test,confirm,5,Yes,2.0,Yes,3.0,F,6.0,61.0,32509.85,15.0
2642278,Test,confirm,5,Yes,4.0,Yes,6.0,M,9.0,64.5,85108.92,12.0
5238546,Test,confirm,5,Yes,0.0,No,1.0,U,4.0,62.5,30550.82,4.0
5152060,Test,confirm,5,Yes,0.0,No,1.0,M,4.0,30.5,28765.06,8.0
2322507,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,54.5,89861.73,19.0
8376269,Test,confirm,5,Yes,0.0,No,6.0,F,9.0,42.5,269699.67,12.0
383674,Test,confirm,5,Yes,0.0,No,1.0,U,4.0,27.5,62299.27,8.0
6560481,Test,confirm,5,Yes,0.0,No,0.0,F,3.0,63.5,23816.34,6.0
5806682,Test,step_2,3,No,2.0,Yes,2.0,M,6.0,50.0,41600.94,19.0
6858922,Test,confirm,5,Yes,1.0,Yes,1.0,U,4.0,52.5,655791.85,8.0
248531,Test,confirm,5,Yes,1.0,Yes,6.0,F,9.0,58.5,66920.28,34.0
8329929,Test,step_1,2,No,3.0,Yes,3.0,F,6.0,73.0,41086.61,16.0
6374745,Test,step_3,4,No,8.0,Yes,6.0,M,9.0,63.0,2206369.14,17.0
6578914,Test,confirm,5,Yes,0.0,No,4.0,M,7.0,49.5,135979.52,13.0
725170,Test,confirm,5,Yes,0.0,No,1.0,F,4.0,32.5,26825.12,12.0
6399372,Test,confirm,5,Yes,0.0,No,2.0,F,5.0,27.5,55137.61,10.0
2874925,Test,confirm,5,Yes,0.0,No,4.0,U,7.0,23.5,35100.96,4.0
9556096,Test,confirm,5,Yes,0.0,No,1.0,F,4.0,46.5,55696.34,15.0
1979629,Test,confirm,5,Yes,0.0,No,2.0,F,5.0,51.5,135894.19,25.0
8964788,Test,confirm,5,Yes,1.0,Yes,4.0,F,7.0,62.5,100350.11,16.0
1640739,Test,confirm,5,Yes,2.0,Yes,2.0,M,5.0,44.0,45593.69,8.0
1062464,Test,confirm,5,Yes,1.0,Yes,6.0,M,9.0,31.5,174598.23,9.0
8980847,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,32.5,43672.31,10.0
4503102,Test,step_3,4,No,3.0,Yes,4.0,F,7.0,25.0,49055.49,8.0
309302,Test,step_3,4,No,4.0,Yes,3.0,M,6.0,72.0,519926.06,36.0
7355987,Test,confirm,5,Yes,5.0,Yes,3.0,F,6.0,46.0,191432.21,17.0
506479,Test,step_1,2,No,0.0,No,0.0,F,3.0,61.0,36043.05,22.0
9117582,Test,step_2,3,No,0.0,No,1.0,U,4.0,27.0,37650.65,4.0
2206828,Test,confirm,5,Yes,1.0,Yes,3.0,F,6.0,56.5,51924.56,15.0
9797544,Test,confirm,5,Yes,3.0,Yes,0.0,M,3.0,57.5,131822.66,28.0
5268166,Test,confirm,5,Yes,1.0,Yes,5.0,U,8.0,59.5,379161.82,5.0
3498098,Test,confirm,5,Yes,0.0,No,2.0,U,5.0,31.5,64222.12,21.0
6191242,Test,confirm,5,Yes,0.0,No,1.0,F,4.0,53.5,70006.76,15.0
4258976,Test,confirm,5,Yes,2.0,Yes,6.0,F,9.0,44.5,356903.28,20.0
3752764,Test,confirm,5,Yes,0.0,No,1.0,U,4.0,27.5,29388.36,4.0
6697932,Test,confirm,5,Yes,6.0,Yes,2.0,U,5.0,26.5,43070.64,6.0
4500155,Test,confirm,5,Yes,0.0,No,1.0,M,4.0,44.5,43552.36,9.0
6717563,Test,confirm,5,Yes,1.0,Yes,2.0,M,5.0,67.5,99984.79,14.0
9067814,Test,step_2,3,No,2.0,Yes,3.0,F,6.0,46.0,30520.56,13.0
279820,Test,start,1,No,0.0,No,3.0,F,6.0,63.0,342280.98,14.0
8377586,Test,confirm,5,Yes,0.0,No,3.0,F,6.0,56.5,287033.7,16.0
8866819,Test,confirm,5,Yes,0.0,No,0.0,M,3.0,29.5,29993.87,11.0
2902655,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,67.5,89943.4,23.0
2014659,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,23.5,36214.74,9.0
3076371,Test,step_1,2,No,2.0,Yes,6.0,F,9.0,68.0,108076.11,18.0
4535306,Test,step_2,3,No,2.0,Yes,6.0,M,9.0,25.0,30267.19,5.0
3193662,Test,confirm,5,Yes,2.0,Yes,3.0,U,6.0,69.5,80160.99,6.0
3705725,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,65.5,40531.73,18.0
9857251,Test,confirm,5,Yes,1.0,Yes,5.0,F,8.0,46.5,147012.19,20.0
7321048,Test,step_3,4,No,14.0,Yes,6.0,F,9.0,63.0,191942.68,18.0
2443802,Test,confirm,5,Yes,0.0,No,3.0,M,6.0,38.5,50565.27,15.0
9356321,Test,confirm,5,Yes,0.0,No,1.0,M,4.0,53.5,63997.35,21.0
7677234,Test,confirm,5,Yes,1.0,Yes,2.0,F,5.0,40.5,31222.35,13.0
3117497,Test,confirm,5,Yes,0.0,No,5.0,U,8.0,43.5,359050.2,7.0
195080,Test,confirm,5,Yes,0.0,No,2.0,M,5.0,33.5,70048.68,9.0
6960465,Test,confirm,5,Yes,0.0,No,0.0,M,3.0,28.5,35762.55,9.0
2032283,Test,confirm,5,Yes,4.0,Yes,4.0,M,7.0,31.5,114925.14,12.0
200648,Test,step_3,4,No,1.0,Yes,0.0,F,3.0,59.0,339025.55,15.0
693478,Test,confirm,5,Yes,0.0,No,0.0,F,3.0,50.5,42280.47,23.0
7950621,Test,step_1,2,No,1.0,Yes,1.0,U,4.0,58.0,30285.35,4.0
7756519,Test,step_3,4,No,0.0,No,3.0,M,6.0,61.0,46751.1,15.0
6659716,Test,confirm,5,Yes,0.0,No,0.0,M,3.0,34.5,30311.64,12.0
5279633,Test,confirm,5,Yes,0.0,No,2.0,U,5.0,27.5,59997.31,7.0
2422435,Test,confirm,5,Yes,0.0,No,6.0,U,9.0,69.5,155242.86,7.0
8994880,Test,confirm,5,Yes,0.0,No,4.0,F,7.0,67.5,121491.34,23.0
3520505,Test,step_1,2,No,0.0,No,6.0,M,9.0,26.0,34800.29,9.0
6055544,Test,confirm,5,Yes,4.0,Yes,5.0,M,8.0,53.5,221271.91,15.0
7791817,Test,step_3,4,No,1.0,Yes,0.0,F,3.0,38.0,152106.76,18.0
8504008,Test,confirm,5,Yes,3.0,Yes,3.0,U,6.0,31.5,43100.99,4.0
3865008,Test,confirm,5,Yes,1.0,Yes,2.0,F,5.0,49.5,193302.5,22.0
3554484,Test,confirm,5,Yes,2.0,Yes,0.0,F,3.0,59.5,30781.01,24.0
832313,Test,confirm,5,Yes,0.0,No,5.0,M,9.0,63.5,156381.25,10.0
1057570,Test,step_1,2,No,1.0,Yes,6.0,U,9.0,33.0,47572.71,6.0
6964196,Test,confirm,5,Yes,1.0,Yes,6.0,U,9.0,46.5,96745.08,5.0
5477964,Test,start,1,No,0.0,No,6.0,M,9.0,74.0,2180242.98,27.0
6535825,Test,step_3,4,No,0.0,No,4.0,U,7.0,50.0,65858.54,6.0
2971453,Test,confirm,5,Yes,0.0,No,0.0,M,3.0,27.5,25513.7,9.0
2191497,Test,confirm,5,Yes,0.0,No,1.0,M,4.0,37.5,25611.24,9.0
5424144,Test,confirm,5,Yes,1.0,Yes,6.0,U,9.0,33.5,62360.86,6.0
9643040,Test,step_1,2,No,2.0,Yes,2.0,F,6.0,68.0,31754.62,14.0
6640692,Test,confirm,5,Yes,2.0,Yes,2.0,F,5.0,63.5,916027.67,3.0
7431511,Test,confirm,5,Yes,0.0,No,1.0,M,4.0,75.5,213088.67,9.0
3325369,Test,step_3,4,No,3.0,Yes,3.0,U,6.0,62.0,271949.82,7.0
7951092,Test,confirm,5,Yes,0.0,No,6.0,F,9.0,38.5,612669.87,18.0
3004580,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,59.0,222684.37,5.0
4955037,Test,confirm,5,Yes,7.0,Yes,1.0,F,4.0,28.5,35263.08,9.0
9976578,Test,confirm,5,Yes,0.0,No,0.0,F,3.0,43.5,46879.64,11.0
2871721,Test,confirm,5,Yes,7.0,Yes,6.0,U,9.0,62.5,321247.34,7.0
8076000,Test,confirm,5,Yes,0.0,No,4.0,F,8.0,28.5,122322.54,10.0
2282698,Test,confirm,5,Yes,0.0,No,1.0,U,4.0,52.5,86225.95,6.0
9215076,Test,step_1,2,No,1.0,Yes,0.0,M,3.0,55.0,43336.12,16.0
6895833,Test,confirm,5,Yes,0.0,No,2.0,U,5.0,58.5,42811.36,7.0
6400340,Test,step_1,2,No,1.0,Yes,5.0,M,8.0,49.0,175116.07,8.0
6095222,Test,confirm,5,Yes,1.0,Yes,3.0,M,6.0,60.5,867495.22,23.0
3897621,Test,confirm,5,Yes,0.0,No,1.0,U,4.0,58.5,36053.32,6.0
467103,Test,confirm,5,Yes,1.0,Yes,1.0,M,4.0,62.5,727425.51,32.0
1305140,Test,confirm,5,Yes,0.0,No,3.0,F,6.0,34.5,77412.53,18.0
2252926,Test,confirm,5,Yes,2.0,Yes,2.0,F,5.0,30.5,86135.61,9.0
5580671,Test,confirm,5,Yes,0.0,No,3.0,M,6.0,36.5,154201.48,11.0
7478542,Test,confirm,5,Yes,2.0,Yes,0.0,M,3.0,41.5,77395.05,11.0
5602361,Test,step_2,3,No,2.0,Yes,4.0,F,7.0,67.0,30192.92,9.0
3801194,Test,confirm,5,Yes,0.0,No,6.0,F,9.0,60.5,451774.12,8.0
3814109,Test,confirm,5,Yes,1.0,Yes,2.0,U,5.0,56.5,254073.7,5.0
8705753,Test,step_2,3,No,1.0,Yes,0.0,F,3.0,61.0,29240.1,22.0
7600879,Test,confirm,5,Yes,0.0,No,2.0,M,5.0,49.5,109740.83,17.0
8335312,Test,step_3,4,No,1.0,Yes,3.0,F,8.0,85.0,127758.18,27.0
6803483,Test,confirm,5,Yes,1.0,Yes,6.0,U,9.0,35.5,59042.47,6.0
2819742,Test,confirm,5,Yes,0.0,No,1.0,F,4.0,64.5,122128.69,11.0
4372656,Test,confirm,5,Yes,0.0,No,0.0,M,3.0,50.5,31830.02,15.0
6075100,Test,confirm,5,Yes,1.0,Yes,3.0,M,6.0,37.5,93480.92,15.0
1331950,Test,confirm,5,Yes,0.0,No,2.0,M,5.0,37.5,143960.01,15.0
8758301,Test,step_2,3,No,5.0,Yes,6.0,F,9.0,71.0,274068.94,3.0
7707667,Test,step_3,4,No,2.0,Yes,2.0,F,5.0,53.0,89492.17,26.0
8363956,Test,confirm,5,Yes,1.0,Yes,3.0,F,6.0,67.5,35982.56,12.0
8694873,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,28.5,60653.06,14.0
1051883,Test,step_1,2,No,1.0,Yes,6.0,U,9.0,63.0,193988.76,3.0
4071532,Test,confirm,5,Yes,0.0,No,0.0,M,3.0,65.5,44071.13,13.0
301969,Test,confirm,5,Yes,1.0,Yes,3.0,U,6.0,61.5,39040.04,4.0
5345959,Test,confirm,5,Yes,0.0,No,2.0,M,5.0,72.5,37769.39,12.0
8880247,Test,confirm,5,Yes,0.0,No,2.0,M,5.0,42.5,44497.06,15.0
6896319,Test,confirm,5,Yes,0.0,No,2.0,F,5.0,51.5,225009.9,13.0
